Gene stable ID	Gene name	Chromosome/scaffold name
ENSMUSG00000026077	Npas2	1
ENSMUSG00000110825	Gm8959	9
ENSMUSG00000110596	Gm45859	1
ENSMUSG00000031176	Dynlt3	X
ENSMUSG00000020427	Igfbp3	11
ENSMUSG00000050332	Amer1	X
ENSMUSG00000114697	AC166061.1	14
ENSMUSG00000100193	Gm29079	Y
ENSMUSG00000093662	Gm20649	9
ENSMUSG00000093744	Gm20675	14
ENSMUSG00000076469	Trbv13-2	6
ENSMUSG00000101596	Gm28182	9
ENSMUSG00000029410	Ppef2	5
ENSMUSG00000032185	Carm1	9
ENSMUSG00000110407	Gm45454	7
ENSMUSG00000095399	Ighd6-1	12
ENSMUSG00000099651	Gm29078	Y
ENSMUSG00000027406	Idh3b	2
ENSMUSG00000102327	Trbv12-3	6
ENSMUSG00000101105	Gm21755	Y
ENSMUSG00000111473	LOC102637012	7
ENSMUSG00000101787	Gm20853	Y
ENSMUSG00000047033	Pcdhb15	18
ENSMUSG00000099346	Gm20895	Y
ENSMUSG00000076470	Trbv13-3	6
ENSMUSG00000063842	Olfr862	9
ENSMUSG00000101513	Gm28853	Y
ENSMUSG00000076630	Ighd1-1	12
ENSMUSG00000102634	Gm38225	18
ENSMUSG00000028434	Epb41l4b	4
ENSMUSG00000101043	Gm29075	Y
ENSMUSG00000102828	Gm38182	18
ENSMUSG00000100398	Gm5251	1
ENSMUSG00000104231	Gm37592	3
ENSMUSG00000101589	Rbm6-ps1	1
ENSMUSG00000113026	AC164424.1	12
ENSMUSG00000051118	Olfr77	9
ENSMUSG00000082271	Gm12217	11
ENSMUSG00000027246	Ell3	2
ENSMUSG00000115820	AC102000.1	15
ENSMUSG00000022089	Bin3	14
ENSMUSG00000030754	Copb1	7
ENSMUSG00000097320	Tmem147os	7
ENSMUSG00000082380	Gm12218	11
ENSMUSG00000039470	Zdhhc2	8
ENSMUSG00000082625	Gm15204	X
ENSMUSG00000091460	Gm7808	9
ENSMUSG00000024959	Bad	19
ENSMUSG00000028553	Angptl3	4
ENSMUSG00000033902	Mapkbp1	2
ENSMUSG00000027739	Rab33b	3
ENSMUSG00000101568	1700040F17Rik	15
ENSMUSG00000115736	AC157572.4	14
ENSMUSG00000098146	Gm26935	7
ENSMUSG00000087620	5330434G04Rik	X
ENSMUSG00000115414	AC133156.1	15
ENSMUSG00000102048	Gm6075	1
ENSMUSG00000022490	Ppp1r1a	15
ENSMUSG00000109224	AC167978.1	7
ENSMUSG00000103125	Gm37388	18
ENSMUSG00000013833	Med16	10
ENSMUSG00000105572	Gm43300	3
ENSMUSG00000103483	Gm20162	18
ENSMUSG00000104268	Gm37750	9
ENSMUSG00000106075	Gm42804	3
ENSMUSG00000027804	Ppid	3
ENSMUSG00000026355	Mcm6	1
ENSMUSG00000103037	Pcdhgb1	18
ENSMUSG00000079355	Ackr4	9
ENSMUSG00000106099	Gm42664	3
ENSMUSG00000061099	Gapdhs	7
ENSMUSG00000109339	Gm18127	7
ENSMUSG00000102570	Gm37968	3
ENSMUSG00000099674	Gm29166	Y
ENSMUSG00000085075	Gm15669	1
ENSMUSG00000102775	Gm38160	3
ENSMUSG00000109348	Gm44852	7
ENSMUSG00000082450	Mageb7-ps	X
ENSMUSG00000056332	Gm16294	15
ENSMUSG00000103793	Pcdhga6	18
ENSMUSG00000103914	Gm38073	1
ENSMUSG00000016495	Plgrkt	19
ENSMUSG00000073482	Gm10517	1
ENSMUSG00000104395	Gm37957	1
ENSMUSG00000090603	Gm17186	14
ENSMUSG00000115069	AC099645.1	15
ENSMUSG00000005628	Tmod4	3
ENSMUSG00000101069	Gm28194	Y
ENSMUSG00000087329	Gm15671	1
ENSMUSG00000103310	Pcdha12	18
ENSMUSG00000100851	Gm28928	1
ENSMUSG00000085300	Gm16345	18
ENSMUSG00000076575	Igkv7-33	6
ENSMUSG00000103062	Gm37200	9
ENSMUSG00000101006	Gm28299	1
ENSMUSG00000024388	Myo7b	18
ENSMUSG00000085872	Gm11505	11
ENSMUSG00000032557	Uba5	9
ENSMUSG00000009350	Mpo	11
ENSMUSG00000114376	AC096628.1	13
ENSMUSG00000087395	Gm12705	4
ENSMUSG00000033712	Ccar2	14
ENSMUSG00000076576	Igkv6-32	6
ENSMUSG00000021377	Dek	13
ENSMUSG00000027070	Lrp2	2
ENSMUSG00000102240	Gm37717	1
ENSMUSG00000017677	Wsb1	11
ENSMUSG00000030406	Gipr	7
ENSMUSG00000108565	Olfr189-ps1	16
ENSMUSG00000042993	Ifnk	4
ENSMUSG00000026510	Trp53bp2	1
ENSMUSG00000108877	Gm45157	7
ENSMUSG00000105781	Igkv8-31	6
ENSMUSG00000083421	Gm14776	X
ENSMUSG00000086792	Gm12364	4
ENSMUSG00000090740	Gm17079	14
ENSMUSG00000073910	Mob3b	4
ENSMUSG00000083779	Gm14775	X
ENSMUSG00000046056	Sbsn	7
ENSMUSG00000081424	Gm14774	X
ENSMUSG00000072582	Ptrh2	11
ENSMUSG00000115541	AC157572.3	14
ENSMUSG00000084029	Gm8855	X
ENSMUSG00000113820	Gm4012	12
ENSMUSG00000069895	Atxn1l	8
ENSMUSG00000028518	Prkaa2	4
ENSMUSG00000031026	Trim66	7
ENSMUSG00000052372	Il1rapl1	X
ENSMUSG00000110421	Gm9689	7
ENSMUSG00000110112	Gm39481	7
ENSMUSG00000049685	Cyp2g1	7
ENSMUSG00000109798	Gm5996	7
ENSMUSG00000059674	Cdh24	14
ENSMUSG00000084169	Gm12240	11
ENSMUSG00000113293	AC164424.3	12
ENSMUSG00000062588	Gm6104	1
ENSMUSG00000081749	Gm12241	11
ENSMUSG00000110192	Gm9652	7
ENSMUSG00000109245	Gm44860	7
ENSMUSG00000109038	Gm45120	7
ENSMUSG00000041594	Tmtc4	14
ENSMUSG00000108978	Gm44689	7
ENSMUSG00000093557	4930555M17Rik	3
ENSMUSG00000040855	Reps2	X
ENSMUSG00000108897	Gm44861	7
ENSMUSG00000108972	Gm7675	7
ENSMUSG00000095492	Gm14361	X
ENSMUSG00000076577	Igkv8-30	6
ENSMUSG00000097585	E230029C05Rik	7
ENSMUSG00000052253	Zfp622	15
ENSMUSG00000004508	Gab2	7
ENSMUSG00000109434	Gm44937	7
ENSMUSG00000104346	Pcdhga3	18
ENSMUSG00000025324	Atp10a	7
ENSMUSG00000040374	Pex2	3
ENSMUSG00000106192	Gm42818	6
ENSMUSG00000101809	Gm28852	Y
ENSMUSG00000087458	Gm13999	2
ENSMUSG00000099841	Gm28855	Y
ENSMUSG00000020524	Gria1	11
ENSMUSG00000029255	Gnrhr	5
ENSMUSG00000031601	Cnot7	8
ENSMUSG00000101653	Gm20792	Y
ENSMUSG00000076471	Trbv14	6
ENSMUSG00000097805	Gm17473	15
ENSMUSG00000022309	Angpt1	15
ENSMUSG00000099390	Gm29225	Y
ENSMUSG00000012483	Rpa3	6
ENSMUSG00000096761	Gm5726	7
ENSMUSG00000006642	Tcf23	5
ENSMUSG00000082464	Rab9b-ps1	X
ENSMUSG00000114129	Gm16476	12
ENSMUSG00000113157	AC164424.2	12
ENSMUSG00000090132	Cypt2	X
ENSMUSG00000110247	Gm45269	8
ENSMUSG00000067869	Tcea1-ps1	15
ENSMUSG00000100423	Gm28754	Y
ENSMUSG00000014077	Chp1	2
ENSMUSG00000026835	Fcnb	2
ENSMUSG00000114543	CU062626.2	14
ENSMUSG00000109976	Gm19683	7
ENSMUSG00000030619	Eed	7
ENSMUSG00000076472	Trbv15	6
ENSMUSG00000076578	Igkv6-29	6
ENSMUSG00000095837	Gm4141	7
ENSMUSG00000114280	CU062626.1	14
ENSMUSG00000081976	Gm14823	X
ENSMUSG00000044268	Gm4895	10
ENSMUSG00000021986	Amer2	14
ENSMUSG00000095936	Zscan4e	7
ENSMUSG00000076473	Trbv16	6
ENSMUSG00000084376	Gm14855	X
ENSMUSG00000113044	AC124687.1	13
ENSMUSG00000026936	Lcn3	2
ENSMUSG00000078932	CN725425	15
ENSMUSG00000082275	Gm14854	X
ENSMUSG00000038080	Kdm1b	13
ENSMUSG00000100422	Gm29226	Y
ENSMUSG00000063442	Gm7117	X
ENSMUSG00000042246	Tmc7	7
ENSMUSG00000076474	Trbv17	6
ENSMUSG00000094637	Vmn1r204	13
ENSMUSG00000099759	1700030C10Rik	12
ENSMUSG00000091071	1700030C10Rik	12
ENSMUSG00000109393	Gm44936	7
ENSMUSG00000103685	Gm37074	1
ENSMUSG00000098169	Gm5205	14
ENSMUSG00000101813	Gm28503	12
ENSMUSG00000030533	Unc45a	7
ENSMUSG00000086872	Gm14225	2
ENSMUSG00000083720	Gm12901	4
ENSMUSG00000087514	Gm16076	1
ENSMUSG00000026708	Cenpl	1
ENSMUSG00000038762	Abcf1	17
ENSMUSG00000110420	Gm45870	7
ENSMUSG00000051003	Olfr161	16
ENSMUSG00000037111	Setd7	3
ENSMUSG00000103809	Gm37061	1
ENSMUSG00000109979	Gm45596	7
ENSMUSG00000033191	Tie1	4
ENSMUSG00000090486	BC035947	1
ENSMUSG00000104508	Gm37735	1
ENSMUSG00000109060	Gm4513	7
ENSMUSG00000110426	Gm45757	8
ENSMUSG00000110215	Gm45598	7
ENSMUSG00000103642	Gm37769	1
ENSMUSG00000084824	Gm16344	18
ENSMUSG00000099574	1700121L03Rik	1
ENSMUSG00000114933	AC154594.1	14
ENSMUSG00000101444	Gm29179	Y
ENSMUSG00000012187	Mogat1	1
ENSMUSG00000083795	Gm15670	1
ENSMUSG00000028037	Ifi44	3
ENSMUSG00000094876	Btbd35f18	X
ENSMUSG00000103307	Gm19335	1
ENSMUSG00000031532	Saraf	8
ENSMUSG00000068506	Gm5800	14
ENSMUSG00000082736	Gm5381	X
ENSMUSG00000102449	Gm37100	1
ENSMUSG00000067780	Pi15	1
ENSMUSG00000103272	Gm37914	1
ENSMUSG00000097586	Gm26528	10
ENSMUSG00000062209	Erbb4	1
ENSMUSG00000047638	Nr1h4	10
ENSMUSG00000094638	Gm21972	1
ENSMUSG00000031786	Drc7	8
ENSMUSG00000048429	Timm29	9
ENSMUSG00000022681	Ntan1	16
ENSMUSG00000053219	Raet1e	10
ENSMUSG00000095716	Btbd35f10	X
ENSMUSG00000048347	Pcdhb18	18
ENSMUSG00000085642	3110053B16Rik	12
ENSMUSG00000090293	Gm17034	6
ENSMUSG00000093593	Gm20683	17
ENSMUSG00000057835	Zfp119a	17
ENSMUSG00000000628	Hk2	6
ENSMUSG00000108646	Olfr162-ps1	16
ENSMUSG00000095259	Gm14357	X
ENSMUSG00000097467	Gm26737	9
ENSMUSG00000059461	Gm7331	X
ENSMUSG00000111139	AC161256.1	9
ENSMUSG00000112937	Gm17746	12
ENSMUSG00000082025	Gm14359	X
ENSMUSG00000082117	Gm4994	X
ENSMUSG00000082007	Gm15206	X
ENSMUSG00000073594	Gm10545	18
ENSMUSG00000099573	Gm28854	Y
ENSMUSG00000112020	CT009738.1	12
ENSMUSG00000109469	Gm8486	7
ENSMUSG00000100053	Gm28154	1
ENSMUSG00000086071	Gm12354	4
ENSMUSG00000097885	5031434O11Rik	3
ENSMUSG00000113587	Gm36287	12
ENSMUSG00000020627	Klhl29	12
ENSMUSG00000105643	Gm42611	3
ENSMUSG00000081538	Rps13-ps8	2
ENSMUSG00000096524	Gm14355	X
ENSMUSG00000109907	Gm45321	8
ENSMUSG00000114033	AC116680.1	12
ENSMUSG00000073434	Wdr90	17
ENSMUSG00000111632	AC148328.2	9
ENSMUSG00000039988	Ankrd13c	3
ENSMUSG00000102918	Pcdhgc3	18
ENSMUSG00000081098	Gm12220	11
ENSMUSG00000003198	Zfp959	17
ENSMUSG00000110051	Gm45322	8
ENSMUSG00000092258	Gm20444	9
ENSMUSG00000069755	Zfp125	12
ENSMUSG00000069080	Lcn11	2
ENSMUSG00000080300	Spin2-ps1	X
ENSMUSG00000080865	Eif1-ps3	2
ENSMUSG00000102466	Gm38200	3
ENSMUSG00000049128	Ivl	3
ENSMUSG00000031445	Proz	8
ENSMUSG00000103034	Gm8797	3
ENSMUSG00000102525	Gm37784	3
ENSMUSG00000115335	AC116390.1	15
ENSMUSG00000060491	4930522H14Rik	4
ENSMUSG00000089645	Gm5766	16
ENSMUSG00000082205	Gm7058	X
ENSMUSG00000085581	Gm12786	4
ENSMUSG00000031478	Nek3	8
ENSMUSG00000027788	Otol1	3
ENSMUSG00000101381	Btbd35f16	X
ENSMUSG00000078346	H2al1n	X
ENSMUSG00000092244	Esp34	17
ENSMUSG00000083279	Pex13-ps	2
ENSMUSG00000061887	Ssbp3	4
ENSMUSG00000110005	Gm18123	7
ENSMUSG00000095275	Vmn1r107	7
ENSMUSG00000080733	Gm14867	X
ENSMUSG00000097295	Hmgb1-ps8	10
ENSMUSG00000031230	Fgf16	X
ENSMUSG00000107620	Gm44256	7
ENSMUSG00000075095	Olfr1229	2
ENSMUSG00000069806	Cacng7	7
ENSMUSG00000070828	Zscan4f	7
ENSMUSG00000075297	H60b	10
ENSMUSG00000097339	Gm26671	3
ENSMUSG00000113364	AC122924.1	12
ENSMUSG00000113777	AC122924.2	12
ENSMUSG00000032131	Abcg4	9
ENSMUSG00000107385	C330024D21Rik	5
ENSMUSG00000085230	Gm16013	11
ENSMUSG00000113948	Rpl17-ps3	12
ENSMUSG00000063652	Slc22a21	11
ENSMUSG00000026932	Nacc2	2
ENSMUSG00000042644	Itpr3	17
ENSMUSG00000114010	AC112259.1	12
ENSMUSG00000101250	Gm28105	Y
ENSMUSG00000092487	Vmn1r-ps71	7
ENSMUSG00000091842	Gm16490	18
ENSMUSG00000100023	Gm28753	Y
ENSMUSG00000045555	Mettl24	10
ENSMUSG00000021890	Eaf1	14
ENSMUSG00000108579	Gm29918	7
ENSMUSG00000090949	Vmn2r77	7
ENSMUSG00000037833	Sh2d4b	14
ENSMUSG00000032333	Stoml1	9
ENSMUSG00000095768	Vmn1r111	7
ENSMUSG00000100352	Gm28104	Y
ENSMUSG00000078452	Raet1d	10
ENSMUSG00000113657	Gm17821	12
ENSMUSG00000022269	March11	15
ENSMUSG00000046652	Tas2r143	6
ENSMUSG00000100682	Gm28103	Y
ENSMUSG00000046947	Adck2	6
ENSMUSG00000100605	Gm29243	8
ENSMUSG00000114955	AC192434.1	14
ENSMUSG00000100296	Vmn1r205	13
ENSMUSG00000056203	Tas2r135	6
ENSMUSG00000049796	Crh	3
ENSMUSG00000029219	Slc10a4	5
ENSMUSG00000009216	Fam163b	2
ENSMUSG00000108435	Gm45051	6
ENSMUSG00000096537	Fam240b	13
ENSMUSG00000058706	0610030E20Rik	6
ENSMUSG00000099915	Gm21191	Y
ENSMUSG00000073946	Olfr617	7
ENSMUSG00000102553	D930036K23Rik	2
ENSMUSG00000063275	Hacd1	2
ENSMUSG00000107028	Gm5043	15
ENSMUSG00000048284	Tas2r126	6
ENSMUSG00000113244	Gm31218	13
ENSMUSG00000102261	Gm18864	3
ENSMUSG00000103020	Gm37681	3
ENSMUSG00000113109	Gm7712	13
ENSMUSG00000100086	Gm21271	Y
ENSMUSG00000108553	Gm38569	7
ENSMUSG00000085397	Gm13524	2
ENSMUSG00000098190	Gm5210	15
ENSMUSG00000021891	Mettl6	14
ENSMUSG00000084907	Gm14505	X
ENSMUSG00000072753	9230020A06Rik	11
ENSMUSG00000114128	AC114010.1	12
ENSMUSG00000108266	Gm5305	6
ENSMUSG00000026797	Stxbp1	2
ENSMUSG00000103840	1700040K01Rik	1
ENSMUSG00000101915	Gm28102	Y
ENSMUSG00000046330	Rpl37a	1
ENSMUSG00000100702	Gm8976	1
ENSMUSG00000103174	Gm37168	1
ENSMUSG00000090487	Gm2888	14
ENSMUSG00000023033	Scn8a	15
ENSMUSG00000106182	Gm7442	3
ENSMUSG00000111450	Gm33351	11
ENSMUSG00000048329	Mfsd6l	11
ENSMUSG00000024962	Vegfb	19
ENSMUSG00000051190	Olfr1356	10
ENSMUSG00000103113	Gm37585	3
ENSMUSG00000048106	4632415L05Rik	3
ENSMUSG00000107982	Gm44219	6
ENSMUSG00000097352	C920009B18Rik	10
ENSMUSG00000073945	Olfr618	7
ENSMUSG00000085937	Ccdc42os	11
ENSMUSG00000108304	Gm4607	7
ENSMUSG00000112607	Gm33979	10
ENSMUSG00000112752	AC133207.2	10
ENSMUSG00000107373	Gm42668	5
ENSMUSG00000083206	Gm11338	13
ENSMUSG00000113182	Gm20102	12
ENSMUSG00000109183	Gm44761	8
ENSMUSG00000081849	Gm15847	5
ENSMUSG00000113526	AC155269.1	12
ENSMUSG00000081771	Gm15381	15
ENSMUSG00000051678	Pcdhb6	18
ENSMUSG00000087116	Gm12324	11
ENSMUSG00000103781	Gm37523	3
ENSMUSG00000029819	Npy	6
ENSMUSG00000084240	Gm15383	15
ENSMUSG00000102663	Gm6631	3
ENSMUSG00000029413	Naaa	5
ENSMUSG00000026646	Suv39h2	2
ENSMUSG00000036298	Slc2a13	15
ENSMUSG00000095279	Gm10067	8
ENSMUSG00000073944	Olfr619	7
ENSMUSG00000074261	Erich4	7
ENSMUSG00000084372	Gm13988	2
ENSMUSG00000110490	Vmn2r-ps91	8
ENSMUSG00000103956	Gm37118	18
ENSMUSG00000100746	Gm28716	Y
ENSMUSG00000104031	Gm17771	3
ENSMUSG00000028614	Ndc1	4
ENSMUSG00000103770	Pcdha9	18
ENSMUSG00000107071	Gm42420	6
ENSMUSG00000099675	Gm28717	Y
ENSMUSG00000099969	Gm28960	1
ENSMUSG00000056019	Zfp709	8
ENSMUSG00000101770	Gm28718	Y
ENSMUSG00000042751	Nmnat2	1
ENSMUSG00000083856	Gm13886	2
ENSMUSG00000002416	Ndufb2	6
ENSMUSG00000079410	Gm2897	14
ENSMUSG00000099643	Gm29162	Y
ENSMUSG00000113049	CT033774.1	13
ENSMUSG00000113615	AC124687.4	13
ENSMUSG00000037499	Nenf	1
ENSMUSG00000111373	AL672010.1	11
ENSMUSG00000048424	Ranbp3l	15
ENSMUSG00000105751	Gm43724	3
ENSMUSG00000097053	Gm1972	10
ENSMUSG00000113822	AC124687.5	13
ENSMUSG00000085659	Gm12325	11
ENSMUSG00000113457	AC124687.3	13
ENSMUSG00000080768	Gm12219	11
ENSMUSG00000106462	Gm43725	3
ENSMUSG00000022680	Pdxdc1	16
ENSMUSG00000113150	Gm18263	13
ENSMUSG00000108422	Gm44765	7
ENSMUSG00000097108	Gm26581	10
ENSMUSG00000038246	Fam50b	13
ENSMUSG00000105310	Gm42451	5
ENSMUSG00000045639	Zfp629	7
ENSMUSG00000079101	Esd-ps	14
ENSMUSG00000081957	Ak3l2-ps	2
ENSMUSG00000027171	Prrg4	2
ENSMUSG00000097705	Gm26740	10
ENSMUSG00000080142	Gm12838	4
ENSMUSG00000042549	Map2k3os	11
ENSMUSG00000085008	Dbhos	2
ENSMUSG00000084346	Cyp4a30b	4
ENSMUSG00000085423	Gm15735	14
ENSMUSG00000097245	Gm5421	10
ENSMUSG00000087515	Gm13554	2
ENSMUSG00000075463	4930594M22Rik	14
ENSMUSG00000113745	Gm19340	12
ENSMUSG00000112320	AC133207.1	10
ENSMUSG00000109809	Gm34066	1
ENSMUSG00000027318	Adam33	2
ENSMUSG00000091313	Fth-ps2	6
ENSMUSG00000113674	Hspe1-ps1	12
ENSMUSG00000113567	Gm32300	13
ENSMUSG00000020964	Sel1l	12
ENSMUSG00000104023	Gm37213	3
ENSMUSG00000073176	Zfp449	X
ENSMUSG00000002413	Braf	6
ENSMUSG00000115256	AC169511.1	14
ENSMUSG00000096936	Gm3510	5
ENSMUSG00000085043	Gm13184	2
ENSMUSG00000115264	AC169511.2	14
ENSMUSG00000113624	Gm18879	13
ENSMUSG00000113655	AC132237.2	12
ENSMUSG00000029575	Mmab	5
ENSMUSG00000021400	Wrnip1	13
ENSMUSG00000041625	Ggact	14
ENSMUSG00000108472	Gm45212	7
ENSMUSG00000026648	Dclre1c	2
ENSMUSG00000113319	Gm9628	13
ENSMUSG00000028959	Fastk	5
ENSMUSG00000074354	Arhgap20os	9
ENSMUSG00000092187	Gm20457	7
ENSMUSG00000113675	Gm18259	13
ENSMUSG00000030522	Mtmr10	7
ENSMUSG00000102748	Pcdhgb2	18
ENSMUSG00000037949	Ano10	9
ENSMUSG00000104225	4930517L18Rik	18
ENSMUSG00000099777	Gm21777	Y
ENSMUSG00000025154	Arhgap19	19
ENSMUSG00000047910	Pcdhb16	18
ENSMUSG00000100930	Gm28866	Y
ENSMUSG00000069258	Prl2b1	13
ENSMUSG00000038446	Cdc40	10
ENSMUSG00000053199	Arhgap20	9
ENSMUSG00000049864	Olfr250	9
ENSMUSG00000079564	Gm11149	9
ENSMUSG00000010097	Nxf1	19
ENSMUSG00000103677	Pcdhga4	18
ENSMUSG00000028156	Eif4e	3
ENSMUSG00000089890	Gm16055	6
ENSMUSG00000082537	Gm14981	X
ENSMUSG00000103332	Pcdhga2	18
ENSMUSG00000107705	Gm45062	6
ENSMUSG00000084412	Gm12044	11
ENSMUSG00000103207	Gm9874	17
ENSMUSG00000026309	Ilkap	1
ENSMUSG00000039542	Ncam1	9
ENSMUSG00000099432	Gm18849	1
ENSMUSG00000026739	Bmi1	2
ENSMUSG00000110280	Gm45497	8
ENSMUSG00000044043	Pcdhb14	18
ENSMUSG00000103926	Gm37894	2
ENSMUSG00000035390	Brsk1	7
ENSMUSG00000110394	Gm18991	8
ENSMUSG00000087305	A430035B10Rik	6
ENSMUSG00000063383	Zfp947	17
ENSMUSG00000094356	Igkv8-28	6
ENSMUSG00000078808	Vmn1r58	7
ENSMUSG00000097330	Gm26672	18
ENSMUSG00000019891	Dcbld1	10
ENSMUSG00000016624	Phf21b	15
ENSMUSG00000043313	Pcdhb19	18
ENSMUSG00000086898	Itpr3os	17
ENSMUSG00000109388	Gm44688	7
ENSMUSG00000019876	Pkib	10
ENSMUSG00000113222	AC159622.1	12
ENSMUSG00000099474	1700097N02Rik	17
ENSMUSG00000108982	Gm17988	7
ENSMUSG00000089735	Gm8428	6
ENSMUSG00000097580	Gm5432	12
ENSMUSG00000061184	Tmprss11c	5
ENSMUSG00000041346	Wrap53	11
ENSMUSG00000046387	Pcdhb17	18
ENSMUSG00000034774	Dsg1c	18
ENSMUSG00000108669	4930441H08Rik	7
ENSMUSG00000107724	Gm16042	6
ENSMUSG00000113629	AC159622.2	12
ENSMUSG00000051920	Rspo2	15
ENSMUSG00000089862	Umad1	6
ENSMUSG00000086582	Gm16272	6
ENSMUSG00000075273	Ttc30b	2
ENSMUSG00000103092	Pcdha5	18
ENSMUSG00000045915	Ccdc42	11
ENSMUSG00000108960	Gm44943	7
ENSMUSG00000040456	Hypm	X
ENSMUSG00000103986	Gm5539	3
ENSMUSG00000103707	Pcdha6	18
ENSMUSG00000108480	Gm36633	7
ENSMUSG00000110555	Olfr863-ps1	9
ENSMUSG00000089698	Gm2541	16
ENSMUSG00000108800	1700011C11Rik	7
ENSMUSG00000041134	Cyyr1	16
ENSMUSG00000086376	1700071G01Rik	5
ENSMUSG00000045132	Olfr620	7
ENSMUSG00000107171	Gm42572	5
ENSMUSG00000059033	Rpl18a-ps1	12
ENSMUSG00000044501	Zfp758	17
ENSMUSG00000090561	Gm17207	5
ENSMUSG00000087159	Gm15246	X
ENSMUSG00000021024	Psma6	12
ENSMUSG00000010047	Hyal2	9
ENSMUSG00000107109	Gm42571	5
ENSMUSG00000076580	Igkv8-27	6
ENSMUSG00000085251	Gm12326	11
ENSMUSG00000070733	Fryl	5
ENSMUSG00000103442	Pcdha1	18
ENSMUSG00000081137	BC022960	X
ENSMUSG00000028261	Ndufaf4	4
ENSMUSG00000107981	Gm6064	6
ENSMUSG00000075272	Ttc30a2	2
ENSMUSG00000039323	Igfbp2	1
ENSMUSG00000114950	AC164618.3	14
ENSMUSG00000107714	Gm34933	6
ENSMUSG00000112146	Gm46210	10
ENSMUSG00000110375	Gm45323	8
ENSMUSG00000053477	Tcf4	18
ENSMUSG00000110147	Gm45324	8
ENSMUSG00000020811	Wscd1	11
ENSMUSG00000105008	Gm43652	3
ENSMUSG00000090151	Gm16043	6
ENSMUSG00000036181	Hist1h1c	13
ENSMUSG00000105550	Gm35585	3
ENSMUSG00000109577	Gm44543	7
ENSMUSG00000091400	Gm6356	14
ENSMUSG00000029638	Glcci1	6
ENSMUSG00000102104	Gm28858	Y
ENSMUSG00000115371	CT572983.1	14
ENSMUSG00000075271	Ttc30a1	2
ENSMUSG00000114440	AC154861.1	14
ENSMUSG00000109838	Gm45341	8
ENSMUSG00000110050	Gm45259	8
ENSMUSG00000070522	Gm6505	3
ENSMUSG00000091329	1700112D23Rik	3
ENSMUSG00000109741	Gm45455	8
ENSMUSG00000082932	Cyp2j8	4
ENSMUSG00000010054	Tusc2	9
ENSMUSG00000032440	Tgfbr2	9
ENSMUSG00000031204	Asb12	X
ENSMUSG00000027690	Slc2a2	3
ENSMUSG00000110281	Gm2516	8
ENSMUSG00000047126	Cltc	11
ENSMUSG00000040813	Tex264	9
ENSMUSG00000096757	Olfr251	9
ENSMUSG00000051804	Adam6b	12
ENSMUSG00000024576	Csnk1a1	18
ENSMUSG00000112713	AC122301.3	10
ENSMUSG00000108150	Gm44470	6
ENSMUSG00000010067	Rassf1	9
ENSMUSG00000113908	Gm10811	13
ENSMUSG00000112589	AC138290.2	10
ENSMUSG00000108973	Gm44555	10
ENSMUSG00000101310	Gm21281	Y
ENSMUSG00000057101	Zfp180	7
ENSMUSG00000023206	Il15ra	2
ENSMUSG00000023004	Tuba1b	15
ENSMUSG00000083838	Gm11957	11
ENSMUSG00000070823	Gm1043	5
ENSMUSG00000068574	Olfr458	6
ENSMUSG00000104148	Pcdha2	18
ENSMUSG00000112074	AC122301.2	10
ENSMUSG00000005547	Cyp2a5	7
ENSMUSG00000109160	4930598N05Rik	10
ENSMUSG00000100646	Gm28193	Y
ENSMUSG00000017119	Nbr1	11
ENSMUSG00000101200	Gm20802	Y
ENSMUSG00000060373	Hnrnpc	14
ENSMUSG00000018932	Map2k3	11
ENSMUSG00000089857	Zfp882	8
ENSMUSG00000112059	AC122301.1	10
ENSMUSG00000091983	Olfr457	6
ENSMUSG00000083177	Gm7820	X
ENSMUSG00000101621	Gm28905	10
ENSMUSG00000082634	Gm12900	4
ENSMUSG00000112060	AC138290.1	10
ENSMUSG00000082607	Gm12045	11
ENSMUSG00000112219	Gm31904	10
ENSMUSG00000011257	Pabpc4	4
ENSMUSG00000059912	Rpl21-ps6	17
ENSMUSG00000069310	Hist1h3c	13
ENSMUSG00000028962	Slc4a2	5
ENSMUSG00000047443	Erfe	1
ENSMUSG00000090326	Dthd1	5
ENSMUSG00000113867	AC132237.3	12
ENSMUSG00000083718	Ccnb2-ps	8
ENSMUSG00000113161	AC132237.1	12
ENSMUSG00000091289	Gm17051	14
ENSMUSG00000066880	Zfp617	8
ENSMUSG00000102757	Gm2756	3
ENSMUSG00000099903	Gm29070	Y
ENSMUSG00000074589	4930449A18Rik	3
ENSMUSG00000020741	Cluh	11
ENSMUSG00000110560	Olfr864-ps1	9
ENSMUSG00000093818	Ighd3-1	12
ENSMUSG00000083023	Gm11804	4
ENSMUSG00000007613	Tgfbr1	4
ENSMUSG00000048994	H2al3	X
ENSMUSG00000110286	Gm7706	8
ENSMUSG00000081315	Olfr621-ps1	7
ENSMUSG00000090050	Gm16339	12
ENSMUSG00000057229	Dmac2	7
ENSMUSG00000109886	Gm45271	8
ENSMUSG00000041771	Slc24a4	12
ENSMUSG00000113739	AC159622.3	12
ENSMUSG00000079342	Lipo1	19
ENSMUSG00000100320	Gm29417	18
ENSMUSG00000050085	Olfr622	7
ENSMUSG00000007440	Pcdha11	18
ENSMUSG00000113484	AC132344.1	13
ENSMUSG00000114127	Gm8231	13
ENSMUSG00000046456	Tmem150b	7
ENSMUSG00000026185	Igfbp5	1
